time,enrolled,available,waitlisted,total,course,quarter,pass,priority
2022-05-30,8.0,147.0,0.0,155.0,ANTH 23,FA 22,2,4
2022-06-03,39.0,116.0,0.0,155.0,ANTH 23,FA 22,3,6
2022-08-17,49.0,106.0,0.0,155.0,ANTH 23,FA 22,1,5
2022-08-24,154.0,1.0,25.0,155.0,ANTH 23,FA 22,2,5
2022-05-20,0.0,130.0,0.0,130.0,ANTH 4,FA 22,1,1
2022-05-21,0.0,130.0,0.0,130.0,ANTH 4,FA 22,1,2
2022-05-22,0.0,130.0,0.0,130.0,ANTH 4,FA 22,1,3
2022-05-23,0.0,130.0,0.0,130.0,ANTH 4,FA 22,1,4
2022-05-27,3.0,127.0,0.0,130.0,ANTH 4,FA 22,2,1
2022-05-28,3.0,125.0,0.0,128.0,ANTH 4,FA 22,2,2
2022-05-29,4.0,124.0,0.0,128.0,ANTH 4,FA 22,2,3
2022-05-30,5.0,123.0,0.0,128.0,ANTH 4,FA 22,2,4
2022-06-03,13.0,115.0,0.0,128.0,ANTH 4,FA 22,3,6
2022-08-17,14.0,114.0,0.0,128.0,ANTH 4,FA 22,1,5
2022-08-24,62.0,66.0,9.0,128.0,ANTH 4,FA 22,2,5
2022-05-20,0.0,40.0,0.0,40.0,ANTH 87,FA 22,1,1
2022-05-21,0.0,40.0,0.0,40.0,ANTH 87,FA 22,1,2
2022-05-22,0.0,40.0,0.0,40.0,ANTH 87,FA 22,1,3
2022-05-23,0.0,40.0,0.0,40.0,ANTH 87,FA 22,1,4
2022-05-27,0.0,40.0,0.0,40.0,ANTH 87,FA 22,2,1
2022-05-28,0.0,40.0,0.0,40.0,ANTH 87,FA 22,2,2
2022-05-29,0.0,40.0,0.0,40.0,ANTH 87,FA 22,2,3
2022-05-30,0.0,40.0,0.0,40.0,ANTH 87,FA 22,2,4
2022-06-03,0.0,40.0,0.0,40.0,ANTH 87,FA 22,3,6
2022-08-17,0.0,40.0,0.0,40.0,ANTH 87,FA 22,1,5
2022-08-24,34.0,6.0,0.0,40.0,ANTH 87,FA 22,2,5
2022-05-20,0.0,741.0,0.0,741.0,AWP 3,FA 22,1,1
2022-05-21,0.0,741.0,0.0,741.0,AWP 3,FA 22,1,2
2022-05-22,0.0,741.0,0.0,741.0,AWP 3,FA 22,1,3
2022-05-23,0.0,741.0,0.0,741.0,AWP 3,FA 22,1,4
2022-05-27,3.0,738.0,0.0,741.0,AWP 3,FA 22,2,1
2022-05-28,3.0,738.0,0.0,741.0,AWP 3,FA 22,2,2
2022-05-29,3.0,738.0,0.0,741.0,AWP 3,FA 22,2,3
2022-05-30,3.0,738.0,0.0,741.0,AWP 3,FA 22,2,4
2022-06-03,5.0,736.0,0.0,741.0,AWP 3,FA 22,3,6
2022-08-17,53.0,767.0,0.0,820.0,AWP 3,FA 22,1,5
2022-08-24,785.0,35.0,24.0,820.0,AWP 3,FA 22,2,5
2022-05-20,0.0,234.0,0.0,234.0,AWP 4A,FA 22,1,1
2022-05-21,0.0,234.0,0.0,234.0,AWP 4A,FA 22,1,2
2022-05-22,0.0,234.0,0.0,234.0,AWP 4A,FA 22,1,3
2022-05-23,0.0,234.0,0.0,234.0,AWP 4A,FA 22,1,4
2022-05-27,3.0,231.0,0.0,234.0,AWP 4A,FA 22,2,1
2022-05-28,3.0,218.0,0.0,221.0,AWP 4A,FA 22,2,2
2022-05-29,3.0,218.0,0.0,221.0,AWP 4A,FA 22,2,3
2022-05-30,3.0,218.0,0.0,221.0,AWP 4A,FA 22,2,4
2022-06-03,3.0,218.0,0.0,221.0,AWP 4A,FA 22,3,6
2022-08-17,6.0,0.0,1.0,0.0,AWP 4A,FA 22,1,5
2022-08-24,36.0,12.0,115.0,48.0,AWP 4A,FA 22,2,5
2022-05-20,0.0,0.0,0.0,0.0,AWP 4B,FA 22,1,1
2022-05-21,0.0,0.0,0.0,0.0,AWP 4B,FA 22,1,2
2022-05-22,0.0,0.0,0.0,0.0,AWP 4B,FA 22,1,3
2022-05-23,0.0,0.0,0.0,0.0,AWP 4B,FA 22,1,4
2022-05-27,8.0,0.0,0.0,0.0,AWP 4B,FA 22,2,1
2022-05-28,8.0,0.0,0.0,0.0,AWP 4B,FA 22,2,2
2022-05-29,9.0,0.0,0.0,0.0,AWP 4B,FA 22,2,3
2022-05-30,9.0,0.0,0.0,0.0,AWP 4B,FA 22,2,4
2022-06-03,15.0,0.0,0.0,0.0,AWP 4B,FA 22,3,6
2022-08-17,13.0,0.0,2.0,0.0,AWP 4B,FA 22,1,5
2022-08-24,13.0,0.0,2.0,0.0,AWP 4B,FA 22,2,5
2022-05-20,0.0,90.0,0.0,90.0,BENG 110,FA 22,1,1
2022-05-21,6.0,84.0,0.0,90.0,BENG 110,FA 22,1,2
2022-05-22,21.0,69.0,0.0,90.0,BENG 110,FA 22,1,3
2022-05-23,25.0,65.0,0.0,90.0,BENG 110,FA 22,1,4
2022-05-27,64.0,26.0,0.0,90.0,BENG 110,FA 22,2,1
2022-05-28,64.0,26.0,0.0,90.0,BENG 110,FA 22,2,2
2022-05-29,69.0,21.0,0.0,90.0,BENG 110,FA 22,2,3
2022-05-30,69.0,21.0,0.0,90.0,BENG 110,FA 22,2,4
2022-06-03,90.0,0.0,5.0,90.0,BENG 110,FA 22,3,6
2022-08-17,98.0,0.0,4.0,98.0,BENG 110,FA 22,1,5
2022-08-24,98.0,0.0,5.0,98.0,BENG 110,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 119A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 119A,FA 22,1,2
2022-05-22,1.0,29.0,0.0,30.0,BENG 119A,FA 22,1,3
2022-05-23,1.0,29.0,0.0,30.0,BENG 119A,FA 22,1,4
2022-05-27,1.0,29.0,0.0,30.0,BENG 119A,FA 22,2,1
2022-05-28,1.0,29.0,0.0,30.0,BENG 119A,FA 22,2,2
2022-05-29,2.0,28.0,0.0,30.0,BENG 119A,FA 22,2,3
2022-05-30,2.0,28.0,0.0,30.0,BENG 119A,FA 22,2,4
2022-06-03,7.0,23.0,0.0,30.0,BENG 119A,FA 22,3,6
2022-08-17,14.0,16.0,0.0,30.0,BENG 119A,FA 22,1,5
2022-08-24,14.0,16.0,0.0,30.0,BENG 119A,FA 22,2,5
2022-05-20,0.0,75.0,0.0,75.0,BENG 122A,FA 22,1,1
2022-05-21,3.0,72.0,0.0,75.0,BENG 122A,FA 22,1,2
2022-05-22,11.0,64.0,0.0,75.0,BENG 122A,FA 22,1,3
2022-05-23,12.0,63.0,0.0,75.0,BENG 122A,FA 22,1,4
2022-05-27,15.0,60.0,0.0,75.0,BENG 122A,FA 22,2,1
2022-05-28,15.0,60.0,0.0,75.0,BENG 122A,FA 22,2,2
2022-05-29,16.0,59.0,0.0,75.0,BENG 122A,FA 22,2,3
2022-05-30,16.0,59.0,0.0,75.0,BENG 122A,FA 22,2,4
2022-06-03,36.0,39.0,0.0,75.0,BENG 122A,FA 22,3,6
2022-08-17,45.0,30.0,0.0,75.0,BENG 122A,FA 22,1,5
2022-08-24,45.0,30.0,0.0,75.0,BENG 122A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 126A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 126A,FA 22,1,2
2022-05-22,0.0,30.0,0.0,30.0,BENG 126A,FA 22,1,3
2022-05-23,0.0,30.0,0.0,30.0,BENG 126A,FA 22,1,4
2022-05-27,0.0,30.0,0.0,30.0,BENG 126A,FA 22,2,1
2022-05-28,0.0,30.0,0.0,30.0,BENG 126A,FA 22,2,2
2022-05-29,0.0,30.0,0.0,30.0,BENG 126A,FA 22,2,3
2022-05-30,0.0,30.0,0.0,30.0,BENG 126A,FA 22,2,4
2022-06-03,1.0,29.0,0.0,30.0,BENG 126A,FA 22,3,6
2022-08-17,11.0,19.0,0.0,30.0,BENG 126A,FA 22,1,5
2022-08-24,11.0,19.0,0.0,30.0,BENG 126A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 127A,FA 22,1,1
2022-05-21,2.0,28.0,0.0,30.0,BENG 127A,FA 22,1,2
2022-05-22,2.0,28.0,0.0,30.0,BENG 127A,FA 22,1,3
2022-05-23,2.0,28.0,0.0,30.0,BENG 127A,FA 22,1,4
2022-05-27,2.0,28.0,0.0,30.0,BENG 127A,FA 22,2,1
2022-05-28,2.0,28.0,0.0,30.0,BENG 127A,FA 22,2,2
2022-05-29,1.0,29.0,0.0,30.0,BENG 127A,FA 22,2,3
2022-05-30,1.0,29.0,0.0,30.0,BENG 127A,FA 22,2,4
2022-06-03,2.0,28.0,0.0,30.0,BENG 127A,FA 22,3,6
2022-08-17,0.0,30.0,0.0,30.0,BENG 127A,FA 22,1,5
2022-08-24,0.0,30.0,0.0,30.0,BENG 127A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 128A,FA 22,1,1
2022-05-21,1.0,29.0,0.0,30.0,BENG 128A,FA 22,1,2
2022-05-22,1.0,29.0,0.0,30.0,BENG 128A,FA 22,1,3
2022-05-23,1.0,29.0,0.0,30.0,BENG 128A,FA 22,1,4
2022-05-27,1.0,29.0,0.0,30.0,BENG 128A,FA 22,2,1
2022-05-28,1.0,29.0,0.0,30.0,BENG 128A,FA 22,2,2
2022-05-29,1.0,29.0,0.0,30.0,BENG 128A,FA 22,2,3
2022-05-30,1.0,29.0,0.0,30.0,BENG 128A,FA 22,2,4
2022-06-03,1.0,29.0,0.0,30.0,BENG 128A,FA 22,3,6
2022-08-17,2.0,28.0,0.0,30.0,BENG 128A,FA 22,1,5
2022-08-24,2.0,28.0,0.0,30.0,BENG 128A,FA 22,2,5
2022-08-17,4.0,16.0,0.0,20.0,BENG 129A,FA 22,1,5
2022-08-24,4.0,16.0,0.0,20.0,BENG 129A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 134,FA 22,1,1
2022-05-21,0.0,0.0,0.0,0.0,BENG 134,FA 22,1,2
2022-05-22,0.0,0.0,0.0,0.0,BENG 134,FA 22,1,3
2022-05-23,0.0,0.0,0.0,0.0,BENG 134,FA 22,1,4
2022-05-27,0.0,0.0,0.0,0.0,BENG 134,FA 22,2,1
2022-05-28,0.0,0.0,0.0,0.0,BENG 134,FA 22,2,2
2022-05-29,0.0,0.0,2.0,0.0,BENG 134,FA 22,2,3
2022-05-30,0.0,0.0,2.0,0.0,BENG 134,FA 22,2,4
2022-06-03,0.0,0.0,23.0,0.0,BENG 134,FA 22,3,6
2022-08-17,27.0,13.0,0.0,40.0,BENG 134,FA 22,1,5
2022-08-24,27.0,13.0,0.0,40.0,BENG 134,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 135,FA 22,1,1
2022-05-21,1.0,29.0,0.0,30.0,BENG 135,FA 22,1,2
2022-05-22,5.0,25.0,0.0,30.0,BENG 135,FA 22,1,3
2022-05-23,6.0,24.0,0.0,30.0,BENG 135,FA 22,1,4
2022-05-27,7.0,23.0,0.0,30.0,BENG 135,FA 22,2,1
2022-05-28,7.0,23.0,0.0,30.0,BENG 135,FA 22,2,2
2022-05-29,8.0,22.0,0.0,30.0,BENG 135,FA 22,2,3
2022-05-30,10.0,20.0,0.0,30.0,BENG 135,FA 22,2,4
2022-06-03,22.0,8.0,0.0,30.0,BENG 135,FA 22,3,6
2022-08-17,24.0,6.0,0.0,30.0,BENG 135,FA 22,1,5
2022-08-24,24.0,6.0,0.0,30.0,BENG 135,FA 22,2,5
2022-08-17,5.0,25.0,0.0,30.0,BENG 139A,FA 22,1,5
2022-08-24,5.0,25.0,0.0,30.0,BENG 139A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 141,FA 22,1,1
2022-05-21,4.0,26.0,0.0,30.0,BENG 141,FA 22,1,2
2022-05-22,9.0,21.0,0.0,30.0,BENG 141,FA 22,1,3
2022-05-23,10.0,20.0,0.0,30.0,BENG 141,FA 22,1,4
2022-05-27,30.0,0.0,0.0,30.0,BENG 141,FA 22,2,1
2022-05-28,30.0,0.0,0.0,30.0,BENG 141,FA 22,2,2
2022-05-29,30.0,0.0,2.0,30.0,BENG 141,FA 22,2,3
2022-05-30,30.0,0.0,2.0,30.0,BENG 141,FA 22,2,4
2022-06-03,30.0,0.0,9.0,30.0,BENG 141,FA 22,3,6
2022-08-17,44.0,6.0,0.0,50.0,BENG 141,FA 22,1,5
2022-08-24,44.0,6.0,0.0,50.0,BENG 141,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 147A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 147A,FA 22,1,2
2022-05-22,0.0,30.0,0.0,30.0,BENG 147A,FA 22,1,3
2022-05-23,0.0,30.0,0.0,30.0,BENG 147A,FA 22,1,4
2022-05-27,1.0,29.0,0.0,30.0,BENG 147A,FA 22,2,1
2022-05-28,1.0,29.0,0.0,30.0,BENG 147A,FA 22,2,2
2022-05-29,1.0,29.0,0.0,30.0,BENG 147A,FA 22,2,3
2022-05-30,2.0,28.0,0.0,30.0,BENG 147A,FA 22,2,4
2022-06-03,2.0,28.0,0.0,30.0,BENG 147A,FA 22,3,6
2022-08-17,1.0,29.0,0.0,30.0,BENG 147A,FA 22,1,5
2022-08-24,1.0,29.0,0.0,30.0,BENG 147A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 148A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 148A,FA 22,1,2
2022-05-22,0.0,30.0,0.0,30.0,BENG 148A,FA 22,1,3
2022-05-23,0.0,30.0,0.0,30.0,BENG 148A,FA 22,1,4
2022-05-27,0.0,30.0,0.0,30.0,BENG 148A,FA 22,2,1
2022-05-28,0.0,30.0,0.0,30.0,BENG 148A,FA 22,2,2
2022-05-29,0.0,30.0,0.0,30.0,BENG 148A,FA 22,2,3
2022-05-30,0.0,30.0,0.0,30.0,BENG 148A,FA 22,2,4
2022-06-03,0.0,30.0,0.0,30.0,BENG 148A,FA 22,3,6
2022-08-17,3.0,27.0,0.0,30.0,BENG 148A,FA 22,1,5
2022-08-24,3.0,27.0,0.0,30.0,BENG 148A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 149A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 149A,FA 22,1,2
2022-05-22,0.0,30.0,0.0,30.0,BENG 149A,FA 22,1,3
2022-05-23,0.0,30.0,0.0,30.0,BENG 149A,FA 22,1,4
2022-05-27,0.0,30.0,0.0,30.0,BENG 149A,FA 22,2,1
2022-05-28,0.0,30.0,0.0,30.0,BENG 149A,FA 22,2,2
2022-05-29,0.0,30.0,0.0,30.0,BENG 149A,FA 22,2,3
2022-05-30,0.0,30.0,0.0,30.0,BENG 149A,FA 22,2,4
2022-06-03,0.0,30.0,0.0,30.0,BENG 149A,FA 22,3,6
2022-08-17,1.0,29.0,0.0,30.0,BENG 149A,FA 22,1,5
2022-08-24,1.0,29.0,0.0,30.0,BENG 149A,FA 22,2,5
2022-05-20,0.0,75.0,0.0,75.0,BENG 161A,FA 22,1,1
2022-05-21,6.0,69.0,0.0,75.0,BENG 161A,FA 22,1,2
2022-05-22,30.0,45.0,0.0,75.0,BENG 161A,FA 22,1,3
2022-05-23,33.0,42.0,0.0,75.0,BENG 161A,FA 22,1,4
2022-05-27,37.0,38.0,0.0,75.0,BENG 161A,FA 22,2,1
2022-05-28,37.0,38.0,0.0,75.0,BENG 161A,FA 22,2,2
2022-05-29,44.0,31.0,0.0,75.0,BENG 161A,FA 22,2,3
2022-05-30,45.0,30.0,0.0,75.0,BENG 161A,FA 22,2,4
2022-06-03,53.0,22.0,0.0,75.0,BENG 161A,FA 22,3,6
2022-08-17,56.0,19.0,0.0,75.0,BENG 161A,FA 22,1,5
2022-08-24,56.0,19.0,0.0,75.0,BENG 161A,FA 22,2,5
2022-05-20,0.0,70.0,0.0,70.0,BENG 162,FA 22,1,1
2022-05-21,11.0,59.0,0.0,70.0,BENG 162,FA 22,1,2
2022-05-22,38.0,32.0,0.0,70.0,BENG 162,FA 22,1,3
2022-05-23,44.0,26.0,0.0,70.0,BENG 162,FA 22,1,4
2022-05-27,47.0,23.0,0.0,70.0,BENG 162,FA 22,2,1
2022-05-28,47.0,23.0,0.0,70.0,BENG 162,FA 22,2,2
2022-05-29,49.0,21.0,1.0,70.0,BENG 162,FA 22,2,3
2022-05-30,49.0,21.0,1.0,70.0,BENG 162,FA 22,2,4
2022-06-03,52.0,18.0,3.0,70.0,BENG 162,FA 22,3,6
2022-08-17,56.0,9.0,3.0,60.0,BENG 162,FA 22,1,5
2022-08-24,56.0,9.0,3.0,60.0,BENG 162,FA 22,2,5
2022-05-20,0.0,70.0,0.0,70.0,BENG 166A,FA 22,1,1
2022-05-21,0.0,0.0,0.0,0.0,BENG 166A,FA 22,1,2
2022-05-22,0.0,0.0,0.0,0.0,BENG 166A,FA 22,1,3
2022-05-23,0.0,0.0,0.0,0.0,BENG 166A,FA 22,1,4
2022-05-27,0.0,0.0,0.0,0.0,BENG 166A,FA 22,2,1
2022-05-28,0.0,70.0,0.0,70.0,BENG 166A,FA 22,2,2
2022-05-29,10.0,60.0,0.0,70.0,BENG 166A,FA 22,2,3
2022-05-30,17.0,53.0,0.0,70.0,BENG 166A,FA 22,2,4
2022-06-03,47.0,23.0,0.0,70.0,BENG 166A,FA 22,3,6
2022-08-17,53.0,17.0,0.0,70.0,BENG 166A,FA 22,1,5
2022-08-24,53.0,17.0,0.0,70.0,BENG 166A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 169A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 169A,FA 22,1,2
2022-05-22,2.0,28.0,0.0,30.0,BENG 169A,FA 22,1,3
2022-05-23,2.0,28.0,0.0,30.0,BENG 169A,FA 22,1,4
2022-05-27,2.0,28.0,0.0,30.0,BENG 169A,FA 22,2,1
2022-05-28,2.0,28.0,0.0,30.0,BENG 169A,FA 22,2,2
2022-05-29,2.0,28.0,0.0,30.0,BENG 169A,FA 22,2,3
2022-05-30,2.0,28.0,0.0,30.0,BENG 169A,FA 22,2,4
2022-06-03,3.0,27.0,0.0,30.0,BENG 169A,FA 22,3,6
2022-08-17,2.0,28.0,0.0,30.0,BENG 169A,FA 22,1,5
2022-08-24,2.0,28.0,0.0,30.0,BENG 169A,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 179A,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 179A,FA 22,1,2
2022-05-22,0.0,30.0,0.0,30.0,BENG 179A,FA 22,1,3
2022-05-23,0.0,30.0,0.0,30.0,BENG 179A,FA 22,1,4
2022-05-27,0.0,30.0,0.0,30.0,BENG 179A,FA 22,2,1
2022-05-28,0.0,30.0,0.0,30.0,BENG 179A,FA 22,2,2
2022-05-29,1.0,29.0,0.0,30.0,BENG 179A,FA 22,2,3
2022-05-30,1.0,29.0,0.0,30.0,BENG 179A,FA 22,2,4
2022-06-03,4.0,26.0,0.0,30.0,BENG 179A,FA 22,3,6
2022-08-17,13.0,17.0,0.0,30.0,BENG 179A,FA 22,1,5
2022-08-24,13.0,17.0,0.0,30.0,BENG 179A,FA 22,2,5
2022-05-20,0.0,90.0,0.0,90.0,BENG 183,FA 22,1,1
2022-05-21,8.0,82.0,0.0,90.0,BENG 183,FA 22,1,2
2022-05-22,41.0,49.0,0.0,90.0,BENG 183,FA 22,1,3
2022-05-23,42.0,48.0,0.0,90.0,BENG 183,FA 22,1,4
2022-05-27,59.0,31.0,0.0,90.0,BENG 183,FA 22,2,1
2022-05-28,59.0,31.0,0.0,90.0,BENG 183,FA 22,2,2
2022-05-29,65.0,25.0,0.0,90.0,BENG 183,FA 22,2,3
2022-05-30,68.0,22.0,0.0,90.0,BENG 183,FA 22,2,4
2022-06-03,87.0,3.0,2.0,90.0,BENG 183,FA 22,3,6
2022-08-17,89.0,1.0,0.0,90.0,BENG 183,FA 22,1,5
2022-08-24,89.0,1.0,0.0,90.0,BENG 183,FA 22,2,5
2022-05-20,0.0,170.0,0.0,170.0,BENG 187B,FA 22,1,1
2022-05-21,17.0,153.0,0.0,170.0,BENG 187B,FA 22,1,2
2022-05-22,56.0,114.0,0.0,170.0,BENG 187B,FA 22,1,3
2022-05-23,64.0,106.0,0.0,170.0,BENG 187B,FA 22,1,4
2022-05-27,72.0,98.0,0.0,170.0,BENG 187B,FA 22,2,1
2022-05-28,72.0,98.0,0.0,170.0,BENG 187B,FA 22,2,2
2022-05-29,81.0,89.0,0.0,170.0,BENG 187B,FA 22,2,3
2022-05-30,86.0,84.0,0.0,170.0,BENG 187B,FA 22,2,4
2022-06-03,122.0,48.0,0.0,170.0,BENG 187B,FA 22,3,6
2022-08-17,129.0,41.0,0.0,170.0,BENG 187B,FA 22,1,5
2022-08-24,129.0,41.0,0.0,170.0,BENG 187B,FA 22,2,5
2022-05-20,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,1,1
2022-05-21,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,1,2
2022-05-22,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,1,3
2022-05-23,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,1,4
2022-05-27,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,2,1
2022-05-28,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,2,2
2022-05-29,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,2,3
2022-05-30,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,2,4
2022-06-03,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,3,6
2022-08-17,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,1,5
2022-08-24,0.0,9999.0,0.0,9999.0,BENG 196,FA 22,2,5
2022-05-20,0.0,30.0,0.0,30.0,BENG 2,FA 22,1,1
2022-05-21,0.0,30.0,0.0,30.0,BENG 2,FA 22,1,2
2022-05-22,2.0,28.0,0.0,30.0,BENG 2,FA 22,1,3
2022-05-23,2.0,28.0,0.0,30.0,BENG 2,FA 22,1,4
2022-05-27,8.0,22.0,0.0,30.0,BENG 2,FA 22,2,1
2022-05-28,8.0,22.0,0.0,30.0,BENG 2,FA 22,2,2
2022-05-29,8.0,22.0,0.0,30.0,BENG 2,FA 22,2,3
2022-05-30,8.0,22.0,0.0,30.0,BENG 2,FA 22,2,4
2022-06-03,10.0,20.0,0.0,30.0,BENG 2,FA 22,3,6
2022-08-17,11.0,19.0,0.0,30.0,BENG 2,FA 22,1,5
2022-08-24,19.0,11.0,0.0,30.0,BENG 2,FA 22,2,5
2022-08-17,0.0,20.0,0.0,20.0,BENG 87,FA 22,1,5
2022-08-24,18.0,2.0,7.0,20.0,BENG 87,FA 22,2,5
2022-05-20,0.0,190.0,0.0,190.0,BIBC 100,FA 22,1,1
2022-05-21,19.0,171.0,0.0,190.0,BIBC 100,FA 22,1,2
2022-05-22,37.0,153.0,0.0,190.0,BIBC 100,FA 22,1,3
2022-05-23,41.0,149.0,0.0,190.0,BIBC 100,FA 22,1,4
2022-05-27,190.0,0.0,0.0,190.0,BIBC 100,FA 22,2,1
2022-05-28,190.0,0.0,0.0,190.0,BIBC 100,FA 22,2,2
2022-05-29,190.0,0.0,2.0,190.0,BIBC 100,FA 22,2,3
2022-05-30,190.0,0.0,2.0,190.0,BIBC 100,FA 22,2,4
2022-06-03,190.0,0.0,38.0,190.0,BIBC 100,FA 22,3,6
2022-08-17,189.0,131.0,35.0,320.0,BIBC 100,FA 22,1,5
2022-08-24,229.0,91.0,35.0,320.0,BIBC 100,FA 22,2,5
2022-05-20,0.0,342.0,0.0,342.0,BIBC 102,FA 22,1,1
2022-05-21,29.0,313.0,0.0,342.0,BIBC 102,FA 22,1,2
2022-05-22,72.0,270.0,0.0,342.0,BIBC 102,FA 22,1,3
2022-05-23,77.0,265.0,0.0,342.0,BIBC 102,FA 22,1,4
2022-05-27,342.0,0.0,0.0,342.0,BIBC 102,FA 22,2,1
2022-05-28,342.0,0.0,0.0,342.0,BIBC 102,FA 22,2,2
2022-05-29,342.0,0.0,6.0,342.0,BIBC 102,FA 22,2,3
2022-05-30,342.0,0.0,8.0,342.0,BIBC 102,FA 22,2,4
2022-06-03,342.0,0.0,97.0,342.0,BIBC 102,FA 22,3,6
2022-08-17,342.0,234.0,94.0,576.0,BIBC 102,FA 22,1,5
2022-08-24,385.0,191.0,94.0,576.0,BIBC 102,FA 22,2,5
2022-05-20,0.0,192.0,0.0,192.0,BIBC 103,FA 22,1,1
2022-05-21,16.0,176.0,0.0,192.0,BIBC 103,FA 22,1,2
2022-05-22,51.0,141.0,0.0,192.0,BIBC 103,FA 22,1,3
2022-05-23,60.0,132.0,0.0,192.0,BIBC 103,FA 22,1,4
2022-05-27,186.0,6.0,0.0,192.0,BIBC 103,FA 22,2,1
2022-05-28,186.0,6.0,0.0,192.0,BIBC 103,FA 22,2,2
2022-05-29,187.0,5.0,4.0,192.0,BIBC 103,FA 22,2,3
2022-05-30,187.0,5.0,6.0,192.0,BIBC 103,FA 22,2,4
2022-06-03,191.0,1.0,35.0,192.0,BIBC 103,FA 22,3,6
2022-08-17,191.0,1.0,30.0,192.0,BIBC 103,FA 22,1,5
2022-08-24,191.0,1.0,32.0,192.0,BIBC 103,FA 22,2,5
2022-05-20,0.0,27.0,0.0,27.0,BIBC 194,FA 22,1,1
2022-05-21,4.0,23.0,0.0,27.0,BIBC 194,FA 22,1,2
2022-05-22,9.0,18.0,0.0,27.0,BIBC 194,FA 22,1,3
2022-05-23,11.0,16.0,0.0,27.0,BIBC 194,FA 22,1,4
2022-05-27,27.0,0.0,0.0,27.0,BIBC 194,FA 22,2,1
2022-05-28,27.0,0.0,0.0,27.0,BIBC 194,FA 22,2,2
2022-05-29,27.0,0.0,0.0,27.0,BIBC 194,FA 22,2,3
2022-05-30,27.0,0.0,0.0,27.0,BIBC 194,FA 22,2,4
2022-06-03,27.0,0.0,7.0,27.0,BIBC 194,FA 22,3,6
2022-08-17,27.0,0.0,10.0,27.0,BIBC 194,FA 22,1,5
2022-08-24,27.0,0.0,10.0,27.0,BIBC 194,FA 22,2,5
2022-05-20,0.0,704.0,0.0,704.0,BICD 100,FA 22,1,1
2022-05-21,16.0,688.0,0.0,704.0,BICD 100,FA 22,1,2
2022-05-22,26.0,678.0,0.0,704.0,BICD 100,FA 22,1,3
2022-05-23,26.0,678.0,0.0,704.0,BICD 100,FA 22,1,4
2022-05-27,297.0,407.0,0.0,704.0,BICD 100,FA 22,2,1
2022-05-28,298.0,406.0,0.0,704.0,BICD 100,FA 22,2,2
2022-05-29,320.0,384.0,4.0,704.0,BICD 100,FA 22,2,3
2022-05-30,321.0,383.0,6.0,704.0,BICD 100,FA 22,2,4
2022-06-03,555.0,149.0,50.0,704.0,BICD 100,FA 22,3,6
2022-08-17,582.0,442.0,54.0,1024.0,BICD 100,FA 22,1,5
2022-08-24,825.0,199.0,80.0,1024.0,BICD 100,FA 22,2,5
2022-05-20,0.0,448.0,0.0,448.0,BICD 110,FA 22,1,1
2022-05-21,20.0,428.0,0.0,448.0,BICD 110,FA 22,1,2
2022-05-22,58.0,390.0,0.0,448.0,BICD 110,FA 22,1,3
2022-05-23,63.0,385.0,0.0,448.0,BICD 110,FA 22,1,4
2022-05-27,140.0,308.0,0.0,448.0,BICD 110,FA 22,2,1
2022-05-28,140.0,308.0,0.0,448.0,BICD 110,FA 22,2,2
2022-05-29,152.0,296.0,0.0,448.0,BICD 110,FA 22,2,3
2022-05-30,153.0,295.0,0.0,448.0,BICD 110,FA 22,2,4
2022-06-03,260.0,188.0,2.0,448.0,BICD 110,FA 22,3,6
